Molecule ChEMBL ID;Molecule Name;Molecule Max Phase;Molecular Weight;#RO5 Violations;AlogP;Compound Key;SMILES;Standard Type;Standard Relation;Standard Value;Standard Units;pChEMBL Value;Data Validity Comment;Comment;Uo Units;Ligand Efficiency BEI;Ligand Efficiency LE;Ligand Efficiency LLE;Ligand Efficiency SEI;Potential Duplicate;Assay ChEMBL ID;Assay Description;Assay Type;BAO Format ID;BAO Label;Assay Organism;Assay Tissue ChEMBL ID;Assay Tissue Name;Assay Cell Type;Assay Subcellular Fraction;Assay Parameters;Assay Variant Accession;Assay Variant Mutation;Target ChEMBL ID;Target Name;Target Organism;Target Type;Document ChEMBL ID;Source ID;Source Description;Document Journal;Document Year;Cell ChEMBL ID;Properties;Action Type
CHEMBL4518298;;None;403.71;1;6.09;36;Nc1cccc(Cl)c1Oc1ccc(CNc2ccc(Br)cc2)cc1;IC50;'>';10000.0;nM;;;;UO_0000065;;;;;0;CHEMBL4350091;Inhibition of human plasma BChE using butyrylthiocholine iodide as substrate preincubated for 10 mins followed by substrate addition and measured at 6 mins by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4346739;1;Scientific Literature;Bioorg Med Chem;2019;None;;
CHEMBL4782471;;None;588.09;1;3.76;BS-2;CCOC(=O)c1c(C)nc(N2CCN(S(=O)(=O)c3ccc(NC(C)=O)c(Cl)c3)CC2)nc1-c1ccc(OC)cc1;IC50;'>';200.0;nM;;;;UO_0000065;;;;;0;CHEMBL4738012;Inhibition of BuChE in human serum using butyrylthiocholineiodide as substrate pre-incubated for 10 mins followed by substrate addition and measured for 6 mins by DTNB reagent based Ellman's method;B;BAO_0000366;cell-free format;Homo sapiens;None;Serum;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4732210;1;Scientific Literature;Eur J Med Chem;2021;None;TIME = 0.2667 hr;
CHEMBL4762860;;None;511.60;1;2.73;BS-13;CCOC(=O)c1c(C)nc(N2CCN(S(=O)(=O)c3ccc(N)cc3)CC2)nc1-c1ccc(OC)cc1;IC50;'=';191.9;nM;6.72;;;UO_0000065;13.13;0.25;3.99;5.25;0;CHEMBL4738012;Inhibition of BuChE in human serum using butyrylthiocholineiodide as substrate pre-incubated for 10 mins followed by substrate addition and measured for 6 mins by DTNB reagent based Ellman's method;B;BAO_0000366;cell-free format;Homo sapiens;None;Serum;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4732210;1;Scientific Literature;Eur J Med Chem;2021;None;TIME = 0.2667 hr;INHIBITOR
CHEMBL502;DONEPEZIL;4.0;379.50;0;4.36;Donepezil;COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2;IC50;'=';11860.0;nM;4.93;;;UO_0000065;12.98;0.24;0.57;12.71;0;CHEMBL4832637;Inhibition of human serum BuChE using butyrylthiocholine iodide as substrate preincubated with enzyme for 5 mins followed by substrate addition and measured after 5 mins by Ellman's method;B;BAO_0000366;cell-free format;Homo sapiens;None;Serum;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4831510;1;Scientific Literature;Eur J Med Chem;2021;None;TIME = 0.1667 hr;INHIBITOR
CHEMBL4866550;;None;465.64;0;4.86;73;CC(C)(C)OC(=O)N1CCCC(CNCCOc2cccc3c2CCN3Cc2ccccc2)C1;IC50;'=';174.8;nM;6.76;;;UO_0000065;14.51;0.27;1.90;12.50;0;CHEMBL4831104;Inhibition of BuChE in human plasma using BTC as substrate preincubated with enzyme for 5 mins followed by substrate addition for 5 mins by Ellman's method;B;BAO_0000366;cell-free format;Homo sapiens;None;Plasma;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4828761;1;Scientific Literature;Eur J Med Chem;2021;None;TIME = 0.1667 hr;INHIBITOR
CHEMBL4457554;;None;496.66;1;5.12;19i;CN1c2ccc(OC(=O)NCCCCN3CCc4ccccc4C3)cc2CN2CCc3ccccc3C21;IC50;'=';191.7;nM;6.72;;;UO_0000065;13.53;0.25;1.60;13.98;0;CHEMBL4323453;Inhibition of human plasma BChE using butyrylthiocholine iodide as substrate preincubated for 20 mins followed by substrate addition and measured after 2.5 mins by DTNB reagent based spectrometric method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4321822;1;Scientific Literature;J Med Chem;2019;None;;
CHEMBL5176633;;None;296.41;0;4.22;50;C=C1c2[nH]c3ccc(OC)cc3c2C2[C@@H](CC)C1CCN2C;IC50;'=';24000.0;nM;4.62;;;UO_0000065;15.59;0.29;0.40;16.35;0;CHEMBL5121281;Inhibition of human BChE;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5120753;1;Scientific Literature;Bioorg Med Chem;2022;None;;INHIBITOR
CHEMBL459209;UNDULIFOLINE;None;340.42;0;2.62;55;COC(=O)[C@]12COCC[C@@H]3[C@H](c4c1[nH]c1ccccc41)N(C)CC[C@@H]32;IC50;'=';28510.0;nM;4.54;;;UO_0000065;13.35;0.25;1.93;8.33;0;CHEMBL5121281;Inhibition of human BChE;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5120753;1;Scientific Literature;Bioorg Med Chem;2022;None;;INHIBITOR
CHEMBL4471876;;None;558.08;2;6.63;27a;Cc1cc(=O)oc2cc(OCCCCCn3cc(CNc4c5c(nc6cc(Cl)ccc46)CCCC5)nn3)ccc12;IC50;'=';27.0;nM;7.57;;;UO_0000065;13.56;0.26;0.94;7.96;0;CHEMBL4368194;Inhibition of BuChE (unknown origin) after 2 mins;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4364324;1;Scientific Literature;Eur J Med Chem;2019;None;;
CHEMBL659;GALANTAMINE;4.0;287.36;0;1.85;3;COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2;IC50;'=';9400000.0;nM;;Outside typical range;;UO_0000065;;;;;0;CHEMBL4368199;Inhibition of BuChE (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4364324;1;Scientific Literature;Eur J Med Chem;2019;None;;
CHEMBL4544630;;None;639.31;1;3.78;60d;Cc1nn(CC(=O)N/N=C/c2cccc(Br)c2)c(=O)n1-c1ccc(C(=O)N/N=C/c2cccc(Br)c2)cc1;IC50;'=';93.7;nM;7.03;;;UO_0000065;10.99;0.25;3.25;5.73;0;CHEMBL4368213;Inhibition of BuChE (unknown origin) by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4364324;1;Scientific Literature;Eur J Med Chem;2019;None;;
CHEMBL94;PHYSOSTIGMINE;4.0;275.35;0;1.77;Eserine;CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C;IC50;'=';850.0;nM;6.07;;;UO_0000065;22.05;0.41;4.30;13.55;0;CHEMBL4368215;Inhibition of BuChE (unknown origin) using butyrylthiocholine chloride as substrate preincubated for 15 mins followed by substrate addition measured after 30 mins by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4364324;1;Scientific Literature;Eur J Med Chem;2019;None;;
CHEMBL4536838;;None;624.78;2;5.39;"106a; Ref 123, Cpd 8";COc1ccc2[nH]cc(CCNC(=O)CN(CCC3CCN(Cc4ccccc4)CC3)C(=O)/C=C/c3ccc(O)c(OC)c3)c2c1;IC50;'=';21.8;nM;7.66;;;UO_0000065;12.26;0.23;2.27;7.15;0;CHEMBL4342712;Inhibition of human butyrylcholinesterase;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4342404;1;Scientific Literature;Bioorg Med Chem;2019;None;;
CHEMBL5169560;;None;311.43;0;2.86;6;c1ccc2c(NCCN3CCOCC3)c3c(nc2c1)CCCC3;IC50;'=';16.0;nM;7.80;;;UO_0000065;25.03;0.46;4.94;20.85;0;CHEMBL5158302;Inhibition of human plasma BuChE using butyrylthiocholine as substrate preincubated for 5 mins followed by substrate addition by Ellman's method;B;BAO_0000366;cell-free format;Homo sapiens;None;Plasma;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5154718;1;Scientific Literature;Eur J Med Chem;2022;None;TIME = 0.08333 hr;INHIBITOR
CHEMBL4173961;;None;496.38;1;5.87;6;O=C1CCCC2=C1C(c1ccc(OCc3cccc(F)c3)c(Br)c1)C1=C(CCCC1=O)N2;IC50;'=';142.0;nM;6.85;;;UO_0000065;13.80;0.29;0.98;12.36;0;CHEMBL4628758;Inhibition of human BuchE;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4627331;1;Scientific Literature;Bioorg Med Chem Lett;2020;None;;
CHEMBL5169405;;None;340.56;1;6.17;14;CCCCN(CCc1c[nH]c2ccccc12)CCC1CCCCCC1;IC50;'=';5.0;nM;8.30;;;UO_0000065;24.37;0.45;2.13;43.62;0;CHEMBL5161925;Inhibition of recombinant human BChE using butyrylthiocholine iodide as substrate preincubated for 1 to 30 mins followed by substrate addition by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5154805;1;Scientific Literature;Eur J Med Chem;2022;None;Time_Lower = 1.0 min | Time_Upper = 30.0 min;INHIBITOR
CHEMBL5206620;;None;341.58;1;6.57;28;CCCCN(CCC1CCCCCC1)CCC1CCc2ccccc21;IC50;'=';6.5;nM;8.19;;;UO_0000065;23.97;0.45;1.62;252.69;0;CHEMBL5161925;Inhibition of recombinant human BChE using butyrylthiocholine iodide as substrate preincubated for 1 to 30 mins followed by substrate addition by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5154805;1;Scientific Literature;Eur J Med Chem;2022;None;Time_Lower = 1.0 min | Time_Upper = 30.0 min;INHIBITOR
CHEMBL5169453;;None;454.66;1;6.74;40;CCCCN(CCOc1cccc2c(OC(=O)N(C)C)cccc12)CCC1CCCCCC1;IC50;'=';5.8;nM;8.24;;;UO_0000065;18.12;0.34;1.50;19.61;0;CHEMBL5161925;Inhibition of recombinant human BChE using butyrylthiocholine iodide as substrate preincubated for 1 to 30 mins followed by substrate addition by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5154805;1;Scientific Literature;Eur J Med Chem;2022;None;Time_Lower = 1.0 min | Time_Upper = 30.0 min;INHIBITOR
CHEMBL4749346;;None;526.81;1;5.32;4n;COc1ccc2cc3[n+](cc2c1OCc1ccc(Cl)cc1)CCc1cc2c(cc1-3)OCO2.[Br-];IC50;'=';6300.0;nM;5.20;;;UO_0000065;11.64;0.22;-0.12;12.75;0;CHEMBL4708698;Inhibition of human butyrylcholinesterase in plasma using butyrylthiocholineiodide as substrate preincubated with enzyme for 5 mins followed by substrate addition and measured at 2 mins interval by Ellman's method;B;BAO_0000366;cell-free format;Homo sapiens;None;Plasma;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4706517;1;Scientific Literature;Eur J Med Chem;2020;None;TIME = 0.08333 hr;INHIBITOR
CHEMBL4741070;;None;396.44;0;3.29;4i;COc1cc(/C=C/C(=O)N2CCc3ccccc3C2)ccc1OC(=O)N(C)OC;IC50;'=';16200.0;nM;4.79;;;UO_0000065;12.08;0.23;1.50;7.01;0;CHEMBL4686680;Inhibition of human serum BuChE using acetylcholine iodide as substrate incubated for 15 mins by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4680246;1;Scientific Literature;Eur J Med Chem;2020;None;TIME = 0.25 hr;INHIBITOR
CHEMBL1242981;;None;353.42;0;4.82;7;CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCOC2O3)cc1;IC50;'=';27.0;nM;7.57;;;UO_0000065;21.42;0.40;2.75;13.33;0;CHEMBL5043682;Inhibition of BuChE (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5042497;1;Scientific Literature;Eur J Med Chem;2022;None;TIME = 0.1667 hr;INHIBITOR
CHEMBL4867218;;None;399.58;1;6.59;C1;C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1OC(=O)N(C)CC;IC50;'=';1510.0;nM;5.82;;;UO_0000065;14.57;0.27;-0.77;11.70;0;CHEMBL4832637;Inhibition of human serum BuChE using butyrylthiocholine iodide as substrate preincubated with enzyme for 5 mins followed by substrate addition and measured after 5 mins by Ellman's method;B;BAO_0000366;cell-free format;Homo sapiens;None;Serum;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4831510;1;Scientific Literature;Eur J Med Chem;2021;None;TIME = 0.1667 hr;INHIBITOR
CHEMBL5091842;;None;484.89;0;3.83;1p;CO[C@H]1C[C@H]2C(=C[C@@H]1OC(=O)c1cc([N+](=O)[O-])ccc1Cl)[C@H]1CN2Cc2cc3c(cc21)OCO3;IC50;'>';100000.0;nM;;;;UO_0000065;;;;;0;CHEMBL5029799;Inhibition of human BuChE using butyrylthiocholine chloride as substrate by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5029165;1;Scientific Literature;Bioorg Med Chem Lett;2021;None;;
CHEMBL5077388;;None;411.48;0;3.33;1u;CO[C@H]1C[C@H]2C(=C[C@@H]1OC(=O)c1cccs1)[C@H]1CN2Cc2cc3c(cc21)OCO3;IC50;'>';100000.0;nM;;;;UO_0000065;;;;;0;CHEMBL5029799;Inhibition of human BuChE using butyrylthiocholine chloride as substrate by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5029165;1;Scientific Literature;Bioorg Med Chem Lett;2021;None;;
CHEMBL5088077;;None;485.54;0;4.21;Fig 1, Cpd 8;COc1c2c(cc3c1OCO3)[C@]13C=C[C@H](OC)C[C@H]1N(C2)C[C@H]3OC(=O)c1cccc2ccccc12;IC50;'=';100.0;nM;7.00;;;UO_0000065;14.42;0.27;2.79;10.53;0;CHEMBL5029799;Inhibition of human BuChE using butyrylthiocholine chloride as substrate by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5029165;1;Scientific Literature;Bioorg Med Chem Lett;2021;None;;INHIBITOR
CHEMBL5090057;;None;411.50;0;3.53;1w;CO[C@H]1C[C@H]2C(=C[C@@H]1OC(=O)C1CCCCC1)[C@H]1CN2Cc2cc3c(cc21)OCO3;IC50;'>';100000.0;nM;;;;UO_0000065;;;;;0;CHEMBL5029799;Inhibition of human BuChE using butyrylthiocholine chloride as substrate by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5029165;1;Scientific Literature;Bioorg Med Chem Lett;2021;None;;
CHEMBL5090352;;None;484.89;0;3.83;2c;CO[C@H]1C=C2[C@H]3CN(Cc4cc5c(cc43)OCO5)[C@H]2C[C@@H]1OC(=O)c1ccc([N+](=O)[O-])cc1Cl;IC50;'=';16960.0;nM;4.77;;;UO_0000065;9.84;0.19;0.94;4.75;0;CHEMBL5029799;Inhibition of human BuChE using butyrylthiocholine chloride as substrate by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5029165;1;Scientific Literature;Bioorg Med Chem Lett;2021;None;;INHIBITOR
CHEMBL5183248;;None;346.50;0;2.96;3;Cc1cccc2sc(NC(=O)CCN3CCN(C(C)C)CC3)nc12;IC50;'=';14410.0;nM;4.84;;;UO_0000065;13.97;0.28;1.88;9.99;0;CHEMBL5120155;Inhibition of human recombinant BuChe using butyrylthiocholine iodide as substrate incubated for 10 mins by DTNB reagent based Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5113531;1;Scientific Literature;J Med Chem;2022;None;TIME = 0.1667 hr;INHIBITOR
CHEMBL5207817;;None;388.54;0;2.73;(+/-)-14;Cc1cccc2sc(NC(=O)CCN3CCN(CC4CCCO4)CC3)nc12;IC50;'=';12830.0;nM;4.89;;;UO_0000065;12.59;0.25;2.16;8.48;0;CHEMBL5120155;Inhibition of human recombinant BuChe using butyrylthiocholine iodide as substrate incubated for 10 mins by DTNB reagent based Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5113531;1;Scientific Literature;J Med Chem;2022;None;TIME = 0.1667 hr;INHIBITOR
CHEMBL5176580;;None;422.55;0;3.96;47;CC(=O)c1ccc(N2CCN(CCC(=O)Nc3nc4c(C)cccc4s3)CC2)cc1;IC50;'=';3040.0;nM;5.52;;;UO_0000065;13.06;0.25;1.56;8.42;0;CHEMBL5120155;Inhibition of human recombinant BuChe using butyrylthiocholine iodide as substrate incubated for 10 mins by DTNB reagent based Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5113531;1;Scientific Literature;J Med Chem;2022;None;TIME = 0.1667 hr;INHIBITOR
CHEMBL5177298;;None;381.51;0;3.15;48;Cc1cccc2sc(NC(=O)CCN3CCN(c4ccccn4)CC3)nc12;IC50;'>';40000.0;nM;;;;UO_0000065;;;;;0;CHEMBL5120155;Inhibition of human recombinant BuChe using butyrylthiocholine iodide as substrate incubated for 10 mins by DTNB reagent based Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5113531;1;Scientific Literature;J Med Chem;2022;None;TIME = 0.1667 hr;
CHEMBL4799661;;None;697.82;2;4.65;GT11;CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCOCc1cn(CCNc2c3c(nc4ccc(OC)cc24)CCCC3)nn1;IC50;'>';1000.0;nM;;;;UO_0000065;;;;;0;CHEMBL4711084;Inhibition of human BuChE using butyrylthiocholine iodide as substrate preincubated with enzyme for 1 min followed by substrate addition and measured after 10 mins by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4706588;1;Scientific Literature;Eur J Med Chem;2020;None;TIME = 0.1833 hr;
CHEMBL5079144;;None;553.66;1;4.52;3a;COc1ccc2[nH]cc(CCNC(=O)CCNC(=O)Oc3ccc4c(c3)CN3CCc5ccccc5C3N4C)c2c1;IC50;'=';478.63;nM;6.32;;;UO_0000065;11.41;0.21;1.80;6.39;0;CHEMBL5033231;Inhibition of human BChE using butyrylthiocholine iodide as substrate incubated for 20 mins followed by substrate addition by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5032507;1;Scientific Literature;J Med Chem;2021;None;TIME = 0.3333 hr;INHIBITOR
CHEMBL5171829;;None;427.63;1;6.23;45a;CCCCN(CCc1c[nH]c2cc(OC(=O)N(C)C)ccc12)CCC1CCCCCC1;IC50;'=';56.9;nM;7.25;;;UO_0000065;16.94;0.32;1.01;14.92;0;CHEMBL5161925;Inhibition of recombinant human BChE using butyrylthiocholine iodide as substrate preincubated for 1 to 30 mins followed by substrate addition by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5154805;1;Scientific Literature;Eur J Med Chem;2022;None;Time_Lower = 1.0 min | Time_Upper = 30.0 min;INHIBITOR
CHEMBL5209132;;None;409.66;1;6.25;9b;CCCCN1CCN(CCCC2CCCCCC2)C[C@@H]1Cc1c[nH]c2ccccc12;IC50;'=';5.0;nM;8.30;;;UO_0000065;20.26;0.38;2.05;37.27;0;CHEMBL5161925;Inhibition of recombinant human BChE using butyrylthiocholine iodide as substrate preincubated for 1 to 30 mins followed by substrate addition by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5154805;1;Scientific Literature;Eur J Med Chem;2022;None;Time_Lower = 1.0 min | Time_Upper = 30.0 min;INHIBITOR
CHEMBL4566976;;None;548.84;2;7.31;16;COc1ccc2nc3c(c(NCCCCCCCCNC(=S)NC45CC6CC(CC(C6)C4)C5)c2c1)CCCC3;IC50;'=';300.0;nM;6.52;;;UO_0000065;11.88;0.23;-0.79;11.21;0;CHEMBL4337205;Inhibition of human BChE;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4334472;1;Scientific Literature;Eur J Med Chem;2019;None;;
CHEMBL636;RIVASTIGMINE;4.0;250.34;0;2.76;3;CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1;IC50;'=';9120.0;nM;5.04;;;UO_0000065;20.13;0.38;2.28;15.38;0;CHEMBL4342662;Inhibition of human Cholinesterase;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4342404;1;Scientific Literature;Bioorg Med Chem;2019;None;;
CHEMBL4451532;;None;586.09;2;7.09;13a;COc1cc2oc(-c3ccc(NCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)cc3)cc(=O)c2c(OC)c1OC;IC50;'=';1210.0;nM;5.92;;;UO_0000065;10.10;0.19;-1.17;6.24;0;CHEMBL4342683;Inhibition of human plasma butyrylcholinesterase using butyrylthiocholine iodide as substrate preincubated for 5 mins followed by substrate addition and measured after 15 mins by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4342404;1;Scientific Literature;Bioorg Med Chem;2019;None;;
CHEMBL5203291;;None;360.46;0;3.59;80;CC1=C(NC2CCN(Cc3ccccc3)CC2)C(=O)c2ccccc2C1=O;IC50;'=';95.7;nM;7.02;;;UO_0000065;19.47;0.36;3.43;14.21;0;CHEMBL5098107;Inhibition of human BuChE at 550 uM using butyrylthiocholine chloride as substrate by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5096190;1;Scientific Literature;Eur J Med Chem;2021;None;Dose = 550.0 microM;INHIBITOR
CHEMBL5080685;;None;474.65;1;6.90;5;COC(=O)c1c(CCCCCCCCNc2c3c(nc4ccccc24)CCCC3)cccc1OC;IC50;'=';0.0352;nM;10.45;;;UO_0000065;22.02;0.41;3.55;17.29;0;CHEMBL5055910;Inhibition of human serum BChE using butyrylthiocholine iodide as substrate preincubated for 20 mins followed by substrate addition by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5055622;1;Scientific Literature;J Med Chem;2021;None;TIME = 0.3333 hr;INHIBITOR
CHEMBL5084379;;None;504.67;2;6.91;7;COC(=O)c1c(CCCCCCCCNc2c3c(nc4ccc(OC)cc24)CCCC3)cccc1OC;IC50;'=';3.49;nM;8.46;;;UO_0000065;16.76;0.31;1.55;12.14;0;CHEMBL5055910;Inhibition of human serum BChE using butyrylthiocholine iodide as substrate preincubated for 20 mins followed by substrate addition by Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5055622;1;Scientific Literature;J Med Chem;2021;None;TIME = 0.3333 hr;INHIBITOR
CHEMBL4636736;;None;485.54;0;4.21;15;COc1c2c(cc3c1OCO3)[C@]13C=C[C@H](OC)C[C@@H]1[N@](C2)C[C@H]3OC(=O)c1ccc2ccccc2c1;IC50;'=';14000.0;nM;4.85;;;UO_0000065;10.00;0.18;0.64;7.30;0;CHEMBL4618122;Inhibition of human BuChE using butyrylthiocholine iodide as substrate measured for 1 min by spectrophotometric based Ellman's method;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL4616657;1;Scientific Literature;J Nat Prod;2020;None;;
CHEMBL5170436;;None;459.59;0;4.48;34;Cc1ccc(OCc2nc(CN(CC(C)C)C(=O)S(=O)(=O)c3cccnc3)cs2)cc1;IC50;;;;;;ND;;;;;;0;CHEMBL5134982;Inhibition of BuchE (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5131486;1;Scientific Literature;Bioorg Med Chem Lett;2022;None;;
CHEMBL74926;PHENSERINE;None;337.42;0;3.67;2;CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)[C@@H]12;IC50;'=';1560.0;nM;5.81;;;UO_0000065;17.21;0.32;2.14;12.96;1;CHEMBL5043682;Inhibition of BuChE (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL1914;Butyrylcholinesterase;Homo sapiens;SINGLE PROTEIN;CHEMBL5042497;1;Scientific Literature;Eur J Med Chem;2022;None;TIME = 0.1667 hr;INHIBITOR
