Molecule ChEMBL ID;Molecule Name;Molecule Max Phase;Molecular Weight;#RO5 Violations;AlogP;Compound Key;SMILES;Standard Type;Standard Relation;Standard Value;Standard Units;pChEMBL Value;Data Validity Comment;Comment;Uo Units;Ligand Efficiency BEI;Ligand Efficiency LE;Ligand Efficiency LLE;Ligand Efficiency SEI;Potential Duplicate;Assay ChEMBL ID;Assay Description;Assay Type;BAO Format ID;BAO Label;Assay Organism;Assay Tissue ChEMBL ID;Assay Tissue Name;Assay Cell Type;Assay Subcellular Fraction;Assay Parameters;Assay Variant Accession;Assay Variant Mutation;Target ChEMBL ID;Target Name;Target Organism;Target Type;Document ChEMBL ID;Source ID;Source Description;Document Journal;Document Year;Cell ChEMBL ID;Properties
CHEMBL4786094;;0;367.46;0;4.88;438;CCNCc1cncc(-c2ccc3[nH]nc(-c4cc5ccccc5[nH]4)c3c2)c1;EC50;'=';11.0;nM;7.96;;;UO_0000065;21.66;0.39;3.08;11.47;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4753378;;0;368.44;0;4.28;439;CCNCc1cncc(-c2ccc3[nH]nc(-c4cc5cnccc5[nH]4)c3c2)c1;EC50;'=';3.0;nM;8.52;;;UO_0000065;23.13;0.42;4.24;10.36;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4744291;;0;355.41;0;3.63;441;CN(C)c1cncc(-c2cc3c(-c4cc5cnccc5[nH]4)n[nH]c3cn2)c1;EC50;'=';12.0;nM;7.92;;;UO_0000065;22.29;0.40;4.29;9.17;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4763390;;0;431.45;0;4.40;446;FC1(F)CCN(Cc2cncc(-c3ccc4[nH]nc(-c5cc6cnccc6[nH]5)c4n3)c2)C1;EC50;'=';3.0;nM;8.52;;;UO_0000065;19.75;0.36;4.12;9.87;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4792259;;0;431.45;0;4.40;447;FC1(F)CCN(Cc2cncc(-c3ccc4[nH]nc(-c5cc6cccnc6[nH]5)c4n3)c2)C1;EC50;'=';11.0;nM;7.96;;;UO_0000065;18.45;0.34;3.56;9.21;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4777829;;0;408.51;1;5.15;450;c1cnc2[nH]c(-c3n[nH]c4ccc(-c5cncc(CN6CCCCC6)c5)cc34)cc2c1;EC50;'=';4.0;nM;8.40;;;UO_0000065;20.56;0.37;3.25;11.43;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4762624;;0;493.62;1;6.29;458;CCCCC(=O)Nc1cncc(-c2ccc3[nH]nc(-c4cc5c(N6CCCCC6)cccc5[nH]4)c3n2)c1;EC50;'=';40.0;nM;7.40;;;UO_0000065;14.99;0.27;1.11;7.21;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4800596;;0;478.56;0;4.90;460;O=C(Nc1cncc(-c2cnc3[nH]nc(-c4cc5c(N6CCCCC6)nccc5[nH]4)c3c2)c1)C1CC1;EC50;'=';31.0;nM;7.51;;;UO_0000065;15.69;0.28;2.61;6.50;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4740574;;0;451.58;1;5.22;465;CN(C)Cc1cncc(-c2ccc3[nH]nc(-c4cc5c(N6CCCCC6)nccc5[nH]4)c3c2)c1;EC50;'=';33.0;nM;7.48;;;UO_0000065;16.57;0.30;2.26;9.75;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4797092;;0;495.59;0;3.91;476;CC(C)C(=O)Nc1cncc(-c2cnc3[nH]nc(-c4cc5c(N6CCN(C)CC6)nccc5[nH]4)c3c2)c1;EC50;'=';7.0;nM;8.15;;;UO_0000065;16.45;0.30;4.24;6.87;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4796190;;0;505.67;2;5.51;493;CN1CCN(c2cccc3[nH]c(-c4n[nH]c5ccc(-c6cncc(CN7CCCCC7)c6)cc45)cc23)CC1;EC50;'=';35.0;nM;7.46;;;UO_0000065;14.74;0.27;1.95;11.11;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4787864;;0;506.66;1;4.91;494;CN1CCN(c2cccc3[nH]c(-c4n[nH]c5ncc(-c6cncc(CN7CCCCC7)c6)cc45)cc23)CC1;EC50;'=';34.0;nM;7.47;;;UO_0000065;14.74;0.27;2.56;9.34;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4750641;;0;407.43;1;5.44;504;COc1cncc(-c2ccc3[nH]nc(-c4cc5c(-c6ccoc6)nccc5[nH]4)c3c2)c1;EC50;'=';35.0;nM;7.46;;;UO_0000065;18.30;0.33;2.02;8.05;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4761655;;0;612.69;2;5.40;524;CC(C)CC(=O)Nc1cncc(-c2cc3c(-c4cc5c(-c6cc(F)cc(CNS(C)(=O)=O)c6)cncc5[nH]4)n[nH]c3cn2)c1;EC50;'=';99.0;nM;7.00;;;UO_0000065;11.43;0.22;1.60;4.42;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4740181;;0;612.69;2;5.40;525;CC(C)CC(=O)Nc1cncc(-c2ccc3[nH]nc(-c4cc5c(-c6cc(F)cc(CNS(C)(=O)=O)c6)nccc5[nH]4)c3n2)c1;EC50;'=';14.0;nM;7.85;;;UO_0000065;12.82;0.24;2.45;4.96;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4765107;;0;514.55;1;3.81;538;CS(=O)(=O)NCc1cc(F)cc(-c2cncc3[nH]c(-c4n[nH]c5ccc(-c6cncnc6)nc45)cc23)c1;EC50;'=';76.0;nM;7.12;;;UO_0000065;13.84;0.26;3.31;5.01;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4647416;;0;517.46;2;6.02;15;CCOC(=O)c1cnc2ccc(-c3cc(Cl)c(O)c(Cl)c3)nc2c1N[C@H]1CC[C@H](CN(C)C)CC1;EC50;'=';7.0;nM;8.15;;;UO_0000065;15.76;0.32;2.13;9.31;0;CHEMBL4610382;Inhibition of human DYRK1A transfected in HEK293T cells co-transfected with Renilla plasmid, pGL3-NFAT and NFATc1 assessed as derepression of NFAT-dependent luciferase activity measured after 48 hrs by luciferase assay;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK-293T;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4609986;1;Scientific Literature;Bioorg Med Chem;2020;CHEMBL3706569;
CHEMBL4636396;;0;530.50;2;5.98;20;CCCNC(=O)c1cnc2ccc(-c3cc(Cl)c(O)c(Cl)c3)nc2c1N[C@H]1CC[C@H](CN(C)C)CC1;EC50;'=';6.0;nM;8.22;;;UO_0000065;15.50;0.31;2.24;9.10;0;CHEMBL4610382;Inhibition of human DYRK1A transfected in HEK293T cells co-transfected with Renilla plasmid, pGL3-NFAT and NFATc1 assessed as derepression of NFAT-dependent luciferase activity measured after 48 hrs by luciferase assay;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK-293T;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4609986;1;Scientific Literature;Bioorg Med Chem;2020;CHEMBL3706569;
CHEMBL4642925;;0;490.39;1;5.45;31;CCOC(=O)c1cnc2ccc(-c3cc(Cl)c(O)c(Cl)c3)nc2c1N[C@H]1CC[C@H](CO)CC1;EC50;'=';100.0;nM;7.00;;;UO_0000065;14.27;0.29;1.55;6.69;0;CHEMBL4610382;Inhibition of human DYRK1A transfected in HEK293T cells co-transfected with Renilla plasmid, pGL3-NFAT and NFATc1 assessed as derepression of NFAT-dependent luciferase activity measured after 48 hrs by luciferase assay;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK-293T;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4609986;1;Scientific Literature;Bioorg Med Chem;2020;CHEMBL3706569;
CHEMBL4638970;;0;448.31;0;4.32;37;CCOC(=O)c1cnc2ccc(-c3cc(Cl)c(O)c(Cl)c3)nc2c1N1CCOCC1;EC50;'=';105.0;nM;6.98;;;UO_0000065;15.57;0.32;2.66;8.23;0;CHEMBL4610382;Inhibition of human DYRK1A transfected in HEK293T cells co-transfected with Renilla plasmid, pGL3-NFAT and NFATc1 assessed as derepression of NFAT-dependent luciferase activity measured after 48 hrs by luciferase assay;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK-293T;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4609986;1;Scientific Literature;Bioorg Med Chem;2020;CHEMBL3706569;
CHEMBL4634663;;0;586.56;2;6.14;40;CCCCNC(=O)c1cnc2ccc(-c3cc(Cl)c(O)c(Cl)c3)nc2c1N[C@H]1CC[C@H](CN2CCOCC2)CC1;EC50;'=';4.0;nM;8.40;;;UO_0000065;14.32;0.29;2.26;8.43;0;CHEMBL4610382;Inhibition of human DYRK1A transfected in HEK293T cells co-transfected with Renilla plasmid, pGL3-NFAT and NFATc1 assessed as derepression of NFAT-dependent luciferase activity measured after 48 hrs by luciferase assay;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK-293T;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4609986;1;Scientific Literature;Bioorg Med Chem;2020;CHEMBL3706569;
CHEMBL4643088;;0;517.41;2;5.33;49;CCOC(=O)c1cnc2ccc(-c3cc(Cl)c(O)c(Cl)c3)nc2c1N[C@H]1CC[C@H](CC(N)=O)CC1;EC50;'=';43.0;nM;7.37;;;UO_0000065;14.24;0.29;2.04;5.78;0;CHEMBL4610382;Inhibition of human DYRK1A transfected in HEK293T cells co-transfected with Renilla plasmid, pGL3-NFAT and NFATc1 assessed as derepression of NFAT-dependent luciferase activity measured after 48 hrs by luciferase assay;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK-293T;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4609986;1;Scientific Literature;Bioorg Med Chem;2020;CHEMBL3706569;
CHEMBL4646793;;0;433.56;0;4.40;56;CCOC(=O)c1cnc2ccc(-c3ccncc3)nc2c1N[C@H]1CC[C@H](CN(C)C)CC1;EC50;'=';223.0;nM;6.65;;;UO_0000065;15.34;0.28;2.25;8.29;0;CHEMBL4610382;Inhibition of human DYRK1A transfected in HEK293T cells co-transfected with Renilla plasmid, pGL3-NFAT and NFATc1 assessed as derepression of NFAT-dependent luciferase activity measured after 48 hrs by luciferase assay;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK-293T;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4609986;1;Scientific Literature;Bioorg Med Chem;2020;CHEMBL3706569;
CHEMBL4638868;;0;490.61;0;3.75;63;CCOC(=O)c1cnc2ccc(-c3ccnc(N)c3)nc2c1N[C@H]1CC[C@H](CN2CCOCC2)CC1;EC50;'=';37.0;nM;7.43;;;UO_0000065;15.15;0.28;3.68;6.44;0;CHEMBL4610382;Inhibition of human DYRK1A transfected in HEK293T cells co-transfected with Renilla plasmid, pGL3-NFAT and NFATc1 assessed as derepression of NFAT-dependent luciferase activity measured after 48 hrs by luciferase assay;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK-293T;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4609986;1;Scientific Literature;Bioorg Med Chem;2020;CHEMBL3706569;
CHEMBL4079572;;0;211.23;0;1.60;10;Nc1nccc(-c2c[nH]c3cnccc23)n1;IC50;'=';1.0;nM;9.00;;;UO_0000065;42.61;0.77;7.40;11.18;0;CHEMBL4034241;Inhibition of full-length recombinant human GST-tagged Dyrk1a expressed in baculovirus expression system using Alexa-Fluor tracer-236 incubated for 60 mins by TR-FRET based Lantha-screen Eu kinase assay;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4033637;1;Scientific Literature;Bioorg Med Chem Lett;2017;None;
CHEMBL4743209;;0;512.64;2;7.19;508;c1ccc(CNCc2cncc(-c3ccc4[nH]nc(-c5cc6c(-c7cccs7)cncc6[nH]5)c4c3)c2)cc1;EC50;'=';63.0;nM;7.20;;;UO_0000065;14.05;0.26;0.01;8.75;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4748781;;0;441.54;0;3.34;548;Cc1cc(C(=O)Nc2cc3cc(-c4cnn(C)c4)ccc3cn2)cc(N2CCN(C)CC2)n1;EC50;'=';3.0;nM;8.52;;;UO_0000065;19.30;0.35;5.18;10.76;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4789887;;0;441.54;0;3.42;550;CN1CCCN(c2cc(C(=O)Nc3cc4cc(-c5cnn(C)c5)ccc4cn3)ccn2)CC1;EC50;'=';2.0;nM;8.70;;;UO_0000065;19.70;0.36;5.28;10.99;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4743755;;0;441.54;0;3.79;555;CN1CCC(Nc2cc(C(=O)Nc3cc4cc(-c5cnn(C)c5)ccc4cn3)ccn2)CC1;EC50;'=';2.0;nM;8.70;;;UO_0000065;19.70;0.36;4.91;9.89;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4761624;;0;515.57;1;4.79;212;FC1(F)CCN(Cc2cncc(-c3cc4c(-c5nc6c(N7CCCCC7)cncc6[nH]5)n[nH]c4cn3)c2)C1;EC50;'=';6.0;nM;8.22;;;UO_0000065;15.95;0.30;3.43;8.02;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4789036;;0;431.48;0;2.79;219;CN1CCN(c2nccc3[nH]c(-c4n[nH]c5cc(F)c(-c6cnn(C)c6)cc45)nc23)CC1;EC50;'=';4.0;nM;8.40;;;UO_0000065;19.46;0.36;5.61;8.88;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4800320;;0;436.48;1;5.04;238;CC(C)Nc1cncc(-c2ccc3[nH]nc(-c4nc5c(-c6ccoc6)nccc5[nH]4)c3n2)c1;EC50;'=';18.0;nM;7.75;;;UO_0000065;17.74;0.32;2.70;6.39;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4784131;;0;479.57;1;6.03;245;CCCC(=O)Nc1cncc(-c2ccc3[nH]nc(-c4nc5c(-c6ccsc6)ccnc5[nH]4)c3c2)c1;EC50;'=';17.0;nM;7.77;;;UO_0000065;16.20;0.30;1.74;6.92;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4763075;;0;421.44;0;4.95;325;Nc1cncc(-c2cc3c(-c4cc5c(-c6ccccc6F)ccnc5[nH]4)n[nH]c3cn2)c1;EC50;'=';42.0;nM;7.38;;;UO_0000065;17.50;0.31;2.43;6.76;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4759093;;0;406.45;0;4.27;406;Cc1ncc(-c2cnc3[nH]nc(-c4cc5c(-c6ccncc6)cncc5[nH]4)c3c2)n1C;EC50;'=';28.0;nM;7.55;;;UO_0000065;18.58;0.33;3.28;7.48;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4751155;;0;411.47;0;4.69;421;CCCCC(=O)Nc1cncc(-c2cnc3[nH]nc(-c4cc5cnccc5[nH]4)c3c2)c1;EC50;'=';3.0;nM;8.52;;;UO_0000065;20.71;0.38;3.83;7.59;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL4756871;;0;437.51;1;5.08;433;O=C(Nc1cncc(-c2cc3c(-c4cc5cnccc5[nH]4)n[nH]c3cn2)c1)C1CCCCC1;EC50;'=';3.0;nM;8.52;;;UO_0000065;19.48;0.35;3.44;7.59;0;CHEMBL4739817;Inhibition of recombinant DYRK1A (unknown origin) using Ser/Thr 18 peptide as substrate incubated for 1 hr in presence of ATP by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4739717;38;Patent Bioactivity Data;;;None;TIME = 1.0 hr
CHEMBL3786430;;0;419.53;0;4.39;35;O=C(Nc1cc(CN2CCCCC2)ccn1)Nc1cccc2c1C1CCCCN1C2=O;IC50;'=';3600.0;nM;5.44;;;UO_0000065;12.98;0.24;1.05;7.02;0;CHEMBL3787887;Inhibition of GST fused human recombinant DYRK1A expressed in Escherichia coli using woodtide as substrate after 30 mins by scintillation counting in presence of [gamma33P]ATP;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL3784980;1;Scientific Literature;Eur. J. Med. Chem.;2016;None;
CHEMBL4764647;;0;333.32;0;3.96;1;Fc1c(-c2ccncc2)ccc2ncn(-c3ccc4c(c3)OCO4)c12;Kd;'=';0.5;nM;9.30;;;UO_0000065;27.90;0.51;5.34;18.92;0;CHEMBL4730553;Binding affinity to DYRK1A (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;;;;CHEMBL2292;Dual-specificity tyrosine-phosphorylation regulated kinase 1A;Homo sapiens;SINGLE PROTEIN;CHEMBL4725420;1;Scientific Literature;ACS Med Chem Lett;2020;None;
